Date,Store_ID,Product_ID,Product_Category,Sales,Stock,Price,Promotion,Holiday,Weather,Local_Event,Competitor_Price,Supplier_Lead_Time,Year,Month,Day,Day_of_Week,Weekend
2027-01-16,Store_3,P004,Beverage,241,265,169,No,No,Sunny,Yes,905,4,2027,1,16,5,1
2027-01-17,Store_3,P007,Personal Care,22,47,899,Yes,No,Cloudy,No,123,5,2027,1,17,6,1
2027-01-18,Store_3,P010,Beverage,32,427,778,No,No,Cloudy,No,180,3,2027,1,18,0,0
2027-01-19,Store_1,P003,Pharmacy,112,36,798,No,Yes,Hot,Yes,818,9,2027,1,19,1,0
2027-01-20,Store_3,P006,Personal Care,27,285,992,No,No,Cloudy,Yes,654,10,2027,1,20,2,0
2027-01-21,Store_4,P010,Personal Care,28,434,782,Yes,No,Cloudy,No,73,9,2027,1,21,3,0
2027-01-22,Store_4,P010,Grocery,30,427,534,Yes,No,Cloudy,Yes,959,7,2027,1,22,4,0
2027-01-23,Store_1,P009,Beverage,30,330,412,No,No,Cloudy,Yes,53,10,2027,1,23,5,1
2027-01-24,Store_3,P001,Pharmacy,228,296,335,Yes,Yes,Rainy,No,261,2,2027,1,24,6,1
2027-01-25,Store_3,P005,Grocery,259,100,95,Yes,No,Rainy,No,986,7,2027,1,25,0,0
2027-01-26,Store_3,P004,Grocery,69,489,618,No,No,Rainy,No,909,7,2027,1,26,1,0
2027-01-27,Store_5,P008,Pharmacy,30,70,289,Yes,Yes,Rainy,Yes,132,11,2027,1,27,2,0
2027-01-28,Store_2,P001,Grocery,175,467,244,Yes,Yes,Sunny,No,337,5,2027,1,28,3,0
2027-01-29,Store_5,P009,Beverage,25,475,549,No,No,Rainy,No,42,9,2027,1,29,4,0
2027-01-30,Store_2,P006,Beverage,188,374,132,Yes,Yes,Cloudy,Yes,577,13,2027,1,30,5,1
2027-01-31,Store_3,P004,Personal Care,291,356,270,Yes,No,Rainy,Yes,843,12,2027,1,31,6,1
2027-02-01,Store_3,P009,Grocery,20,425,252,Yes,Yes,Rainy,No,666,11,2027,2,1,0,0
2027-02-02,Store_5,P005,Personal Care,271,360,860,Yes,Yes,Hot,No,137,3,2027,2,2,1,0
2027-02-03,Store_5,P005,Grocery,67,152,810,Yes,No,Cloudy,Yes,720,4,2027,2,3,2,0
2027-02-04,Store_2,P005,Beverage,203,409,733,Yes,Yes,Rainy,Yes,662,1,2027,2,4,3,0
2027-02-05,Store_4,P001,Beverage,206,262,102,Yes,No,Rainy,No,953,6,2027,2,5,4,0
2027-02-06,Store_2,P001,Beverage,109,278,144,Yes,Yes,Rainy,No,231,4,2027,2,6,5,1
2027-02-07,Store_5,P008,Grocery,158,378,194,No,No,Sunny,Yes,437,1,2027,2,7,6,1
2027-02-08,Store_5,P008,Beverage,108,300,88,No,Yes,Rainy,No,132,2,2027,2,8,0,0
2027-02-09,Store_1,P006,Grocery,293,468,66,No,Yes,Hot,Yes,63,3,2027,2,9,1,0
2027-02-10,Store_5,P004,Personal Care,38,196,903,No,Yes,Cloudy,No,147,9,2027,2,10,2,0
2027-02-11,Store_1,P002,Grocery,173,414,275,Yes,Yes,Cloudy,Yes,895,13,2027,2,11,3,0
2027-02-12,Store_4,P002,Personal Care,279,447,746,No,Yes,Rainy,Yes,177,8,2027,2,12,4,0
2027-02-13,Store_2,P009,Grocery,25,346,49,No,No,Rainy,No,804,7,2027,2,13,5,1
2027-02-14,Store_2,P005,Personal Care,78,423,300,Yes,Yes,Rainy,No,846,13,2027,2,14,6,1
2027-02-15,Store_1,P004,Beverage,144,313,943,Yes,No,Cloudy,Yes,413,11,2027,2,15,0,0
2027-02-16,Store_2,P010,Personal Care,32,480,256,Yes,No,Cloudy,No,886,12,2027,2,16,1,0
2027-02-17,Store_5,P001,Beverage,126,95,267,Yes,No,Sunny,No,871,14,2027,2,17,2,0
2027-02-18,Store_3,P007,Beverage,264,175,387,Yes,Yes,Hot,No,531,4,2027,2,18,3,0
2027-02-19,Store_1,P003,Personal Care,266,424,514,No,No,Sunny,Yes,933,1,2027,2,19,4,0
2027-02-20,Store_2,P006,Grocery,27,471,44,Yes,Yes,Hot,No,64,8,2027,2,20,5,1
2027-02-21,Store_1,P005,Grocery,160,417,605,No,No,Sunny,No,127,4,2027,2,21,6,1
2027-02-22,Store_1,P005,Pharmacy,27,123,737,No,No,Cloudy,Yes,238,3,2027,2,22,0,0
2027-02-23,Store_3,P005,Grocery,113,442,509,Yes,No,Sunny,No,462,9,2027,2,23,1,0
2027-02-24,Store_5,P001,Pharmacy,58,489,513,No,No,Hot,No,849,10,2027,2,24,2,0
2027-02-25,Store_1,P001,Grocery,100,365,333,No,No,Rainy,Yes,334,4,2027,2,25,3,0
2027-02-26,Store_2,P003,Grocery,206,425,625,Yes,Yes,Hot,Yes,196,4,2027,2,26,4,0
2027-02-27,Store_4,P010,Beverage,41,406,394,No,No,Rainy,No,247,14,2027,2,27,5,1
2027-02-28,Store_1,P004,Pharmacy,107,216,658,No,No,Cloudy,No,722,9,2027,2,28,6,1
2027-03-01,Store_1,P005,Grocery,261,265,956,No,Yes,Hot,Yes,691,13,2027,3,1,0,0
2027-03-02,Store_3,P002,Pharmacy,112,244,44,Yes,Yes,Sunny,Yes,925,12,2027,3,2,1,0
2027-03-03,Store_5,P008,Beverage,105,451,353,Yes,Yes,Hot,No,286,11,2027,3,3,2,0
2027-03-04,Store_4,P002,Beverage,63,364,374,Yes,No,Rainy,No,889,12,2027,3,4,3,0
2027-03-05,Store_2,P009,Pharmacy,50,318,135,No,No,Cloudy,No,857,14,2027,3,5,4,0
2027-03-06,Store_4,P002,Beverage,93,217,67,Yes,No,Sunny,Yes,398,2,2027,3,6,5,1
2027-03-07,Store_2,P009,Personal Care,41,380,757,No,No,Hot,No,508,14,2027,3,7,6,1
2027-03-08,Store_5,P007,Personal Care,120,350,797,Yes,No,Rainy,Yes,721,12,2027,3,8,0,0
2027-03-09,Store_2,P008,Beverage,175,134,118,No,No,Sunny,Yes,706,5,2027,3,9,1,0
2027-03-10,Store_3,P002,Personal Care,274,147,478,Yes,Yes,Cloudy,Yes,309,4,2027,3,10,2,0
2027-03-11,Store_3,P007,Grocery,190,348,542,Yes,Yes,Sunny,No,376,9,2027,3,11,3,0
2027-03-12,Store_3,P006,Pharmacy,235,34,616,No,No,Cloudy,No,676,12,2027,3,12,4,0
2027-03-13,Store_3,P004,Grocery,189,77,424,Yes,No,Sunny,No,763,5,2027,3,13,5,1
2027-03-14,Store_4,P007,Pharmacy,271,70,233,No,No,Hot,Yes,891,9,2027,3,14,6,1
2027-03-15,Store_5,P004,Beverage,74,38,704,Yes,No,Rainy,No,969,11,2027,3,15,0,0
2027-03-16,Store_2,P002,Grocery,110,392,922,Yes,No,Hot,Yes,223,9,2027,3,16,1,0
2027-03-17,Store_2,P010,Beverage,56,422,522,No,Yes,Hot,Yes,232,14,2027,3,17,2,0
2027-03-18,Store_3,P007,Beverage,120,180,740,No,Yes,Cloudy,Yes,571,2,2027,3,18,3,0
2027-03-19,Store_3,P008,Pharmacy,174,459,467,No,No,Cloudy,Yes,806,14,2027,3,19,4,0
2027-03-20,Store_1,P002,Pharmacy,160,83,913,Yes,Yes,Cloudy,Yes,342,9,2027,3,20,5,1
2027-03-21,Store_5,P005,Pharmacy,192,70,595,No,No,Hot,Yes,613,3,2027,3,21,6,1
2027-03-22,Store_4,P001,Grocery,29,436,277,Yes,No,Sunny,No,200,4,2027,3,22,0,0
2027-03-23,Store_2,P007,Personal Care,247,162,863,No,No,Sunny,Yes,518,1,2027,3,23,1,0
2027-03-24,Store_1,P008,Pharmacy,284,285,140,No,Yes,Hot,No,339,14,2027,3,24,2,0
2027-03-25,Store_1,P006,Pharmacy,267,57,829,No,Yes,Hot,Yes,102,1,2027,3,25,3,0
2027-03-26,Store_2,P005,Grocery,266,220,997,No,No,Rainy,No,322,1,2027,3,26,4,0
2027-03-27,Store_4,P006,Pharmacy,174,352,73,No,Yes,Cloudy,No,281,9,2027,3,27,5,1
2027-03-28,Store_1,P002,Grocery,53,417,350,No,Yes,Cloudy,No,803,11,2027,3,28,6,1
2027-03-29,Store_1,P001,Beverage,148,148,803,Yes,No,Hot,No,219,8,2027,3,29,0,0
2027-03-30,Store_5,P007,Pharmacy,179,119,260,No,Yes,Hot,Yes,259,5,2027,3,30,1,0
2027-03-31,Store_4,P007,Pharmacy,108,491,774,Yes,Yes,Sunny,Yes,933,5,2027,3,31,2,0
2027-04-01,Store_1,P010,Beverage,66,433,549,No,No,Hot,Yes,711,9,2027,4,1,3,0
2027-04-02,Store_4,P010,Beverage,46,406,502,No,No,Sunny,Yes,963,3,2027,4,2,4,0
2027-04-03,Store_2,P002,Beverage,136,206,206,No,Yes,Hot,No,702,3,2027,4,3,5,1
2027-04-04,Store_3,P002,Pharmacy,113,200,877,Yes,No,Rainy,No,314,7,2027,4,4,6,1
2027-04-05,Store_1,P001,Personal Care,182,324,675,Yes,Yes,Rainy,No,531,9,2027,4,5,0,0
2027-04-06,Store_5,P010,Personal Care,69,348,281,No,No,Sunny,Yes,708,6,2027,4,6,1,0
2027-04-07,Store_2,P008,Personal Care,132,60,972,Yes,No,Cloudy,No,900,14,2027,4,7,2,0
2027-04-08,Store_4,P008,Pharmacy,110,158,383,No,No,Rainy,Yes,415,2,2027,4,8,3,0
2027-04-09,Store_2,P001,Beverage,225,277,510,No,No,Sunny,No,768,1,2027,4,9,4,0
2027-04-10,Store_1,P008,Pharmacy,36,59,450,Yes,Yes,Hot,No,157,2,2027,4,10,5,1
2027-04-11,Store_4,P009,Beverage,33,372,258,Yes,No,Hot,No,858,14,2027,4,11,6,1
2027-04-12,Store_3,P004,Pharmacy,192,255,323,Yes,No,Sunny,No,897,14,2027,4,12,0,0
2027-04-13,Store_2,P001,Pharmacy,135,122,317,Yes,No,Cloudy,No,842,1,2027,4,13,1,0
2027-04-14,Store_1,P001,Beverage,200,179,95,No,Yes,Sunny,Yes,148,10,2027,4,14,2,0
2027-04-15,Store_5,P003,Personal Care,110,477,719,Yes,Yes,Sunny,No,68,10,2027,4,15,3,0
2027-04-16,Store_4,P005,Beverage,101,175,352,Yes,No,Rainy,Yes,695,9,2027,4,16,4,0
2027-04-17,Store_2,P005,Grocery,133,418,919,No,No,Sunny,Yes,808,10,2027,4,17,5,1
2027-04-18,Store_2,P009,Grocery,66,349,777,Yes,No,Sunny,Yes,312,12,2027,4,18,6,1
2027-04-19,Store_3,P010,Beverage,24,380,661,Yes,No,Hot,Yes,647,14,2027,4,19,0,0
2027-04-20,Store_3,P002,Pharmacy,173,297,493,Yes,No,Rainy,Yes,555,13,2027,4,20,1,0
2027-04-21,Store_5,P002,Grocery,135,404,846,Yes,No,Hot,Yes,330,8,2027,4,21,2,0
2027-04-22,Store_5,P006,Grocery,285,198,942,No,Yes,Hot,Yes,556,7,2027,4,22,3,0
2027-04-23,Store_1,P009,Pharmacy,55,394,302,No,No,Cloudy,Yes,922,3,2027,4,23,4,0
2027-04-24,Store_1,P001,Pharmacy,60,164,610,Yes,No,Cloudy,No,658,8,2027,4,24,5,1
2027-04-25,Store_5,P009,Personal Care,51,311,91,Yes,No,Rainy,No,253,2,2027,4,25,6,1
2027-04-26,Store_5,P009,Pharmacy,53,322,282,No,No,Rainy,Yes,228,2,2027,4,26,0,0
2027-04-27,Store_4,P009,Beverage,26,353,722,Yes,No,Cloudy,Yes,624,11,2027,4,27,1,0
2027-04-28,Store_3,P005,Beverage,256,385,898,Yes,No,Cloudy,Yes,113,10,2027,4,28,2,0
2027-04-29,Store_1,P009,Personal Care,61,417,906,Yes,Yes,Cloudy,No,346,3,2027,4,29,3,0
2027-04-30,Store_3,P004,Grocery,87,84,961,Yes,Yes,Cloudy,No,244,7,2027,4,30,4,0
2027-05-01,Store_3,P002,Grocery,216,286,594,Yes,Yes,Cloudy,Yes,986,1,2027,5,1,5,1
2027-05-02,Store_5,P006,Pharmacy,275,437,911,Yes,Yes,Hot,Yes,909,8,2027,5,2,6,1
2027-05-03,Store_4,P004,Beverage,158,142,31,Yes,Yes,Rainy,No,811,12,2027,5,3,0,0
2027-05-04,Store_2,P006,Grocery,168,352,160,Yes,Yes,Hot,No,30,7,2027,5,4,1,0
2027-05-05,Store_4,P003,Personal Care,118,434,785,Yes,No,Hot,Yes,348,4,2027,5,5,2,0
2027-05-06,Store_4,P006,Personal Care,95,68,574,No,No,Sunny,Yes,31,14,2027,5,6,3,0
2027-05-07,Store_3,P002,Beverage,128,354,36,No,No,Hot,Yes,54,5,2027,5,7,4,0
2027-05-08,Store_4,P002,Personal Care,207,498,82,No,No,Cloudy,Yes,466,10,2027,5,8,5,1
2027-05-09,Store_1,P009,Personal Care,67,496,272,Yes,No,Cloudy,No,471,13,2027,5,9,6,1
2027-05-10,Store_3,P007,Beverage,173,467,484,Yes,No,Sunny,No,759,1,2027,5,10,0,0
2027-05-11,Store_1,P003,Pharmacy,59,415,395,No,Yes,Sunny,Yes,239,4,2027,5,11,1,0
2027-05-12,Store_2,P001,Pharmacy,152,348,823,Yes,No,Sunny,Yes,460,1,2027,5,12,2,0
2027-05-13,Store_3,P008,Personal Care,151,330,539,No,Yes,Sunny,Yes,672,1,2027,5,13,3,0
2027-05-14,Store_2,P006,Pharmacy,298,73,856,Yes,Yes,Sunny,No,554,10,2027,5,14,4,0
2027-05-15,Store_3,P007,Pharmacy,103,336,109,No,No,Hot,Yes,614,1,2027,5,15,5,1
2027-05-16,Store_5,P009,Personal Care,29,358,739,No,No,Sunny,Yes,248,7,2027,5,16,6,1
2027-05-17,Store_4,P005,Pharmacy,135,202,823,No,No,Hot,Yes,954,7,2027,5,17,0,0
2027-05-18,Store_5,P001,Personal Care,128,152,815,Yes,No,Rainy,No,363,4,2027,5,18,1,0
2027-05-19,Store_2,P010,Grocery,69,463,649,No,No,Sunny,Yes,99,13,2027,5,19,2,0
2027-05-20,Store_4,P007,Beverage,60,469,880,Yes,No,Sunny,No,372,12,2027,5,20,3,0
2027-05-21,Store_3,P005,Beverage,166,415,194,Yes,No,Hot,Yes,415,2,2027,5,21,4,0
2027-05-22,Store_4,P003,Pharmacy,131,223,95,Yes,Yes,Rainy,Yes,309,12,2027,5,22,5,1
2027-05-23,Store_1,P009,Pharmacy,36,302,632,Yes,No,Hot,Yes,474,3,2027,5,23,6,1
2027-05-24,Store_4,P001,Pharmacy,65,440,945,Yes,No,Hot,No,862,8,2027,5,24,0,0
2027-05-25,Store_1,P001,Beverage,290,218,682,Yes,Yes,Sunny,Yes,690,13,2027,5,25,1,0
2027-05-26,Store_4,P001,Grocery,214,102,419,Yes,No,Cloudy,Yes,147,8,2027,5,26,2,0
2027-05-27,Store_1,P003,Grocery,299,439,801,No,No,Cloudy,No,721,11,2027,5,27,3,0
2027-05-28,Store_2,P006,Beverage,59,151,989,No,Yes,Hot,No,928,11,2027,5,28,4,0
2027-05-29,Store_5,P010,Grocery,49,357,90,No,No,Sunny,No,562,6,2027,5,29,5,1
2027-05-30,Store_3,P003,Beverage,183,413,199,Yes,No,Rainy,Yes,917,10,2027,5,30,6,1
2027-05-31,Store_4,P008,Grocery,43,443,143,Yes,No,Cloudy,No,378,9,2027,5,31,0,0
2027-06-01,Store_5,P010,Personal Care,40,482,400,Yes,No,Rainy,Yes,546,11,2027,6,1,1,0
2027-06-02,Store_3,P002,Personal Care,23,426,312,Yes,No,Cloudy,No,332,12,2027,6,2,2,0
2027-06-03,Store_3,P009,Beverage,32,356,816,No,No,Sunny,No,94,9,2027,6,3,3,0
2027-06-04,Store_1,P003,Grocery,267,68,214,Yes,Yes,Hot,No,565,4,2027,6,4,4,0
2027-06-05,Store_2,P005,Pharmacy,135,52,930,No,No,Rainy,Yes,890,12,2027,6,5,5,1
2027-06-06,Store_2,P010,Grocery,20,444,247,Yes,No,Rainy,Yes,215,1,2027,6,6,6,1
2027-06-07,Store_5,P008,Personal Care,88,277,450,No,Yes,Hot,Yes,862,1,2027,6,7,0,0
2027-06-08,Store_2,P002,Personal Care,273,305,961,Yes,Yes,Rainy,Yes,48,12,2027,6,8,1,0
2027-06-09,Store_4,P006,Grocery,200,127,455,No,No,Cloudy,Yes,725,10,2027,6,9,2,0
2027-06-10,Store_2,P005,Grocery,188,29,806,Yes,Yes,Hot,Yes,35,5,2027,6,10,3,0
2027-06-11,Store_5,P010,Pharmacy,20,466,480,No,No,Cloudy,Yes,442,14,2027,6,11,4,0
2027-06-12,Store_2,P009,Pharmacy,66,389,637,Yes,No,Cloudy,Yes,608,13,2027,6,12,5,1
2027-06-13,Store_4,P005,Grocery,73,140,40,No,Yes,Sunny,Yes,824,2,2027,6,13,6,1
2027-06-14,Store_1,P002,Grocery,157,165,83,No,No,Cloudy,No,612,6,2027,6,14,0,0
2027-06-15,Store_5,P005,Grocery,187,193,184,Yes,No,Sunny,No,424,7,2027,6,15,1,0
2027-06-16,Store_1,P004,Grocery,122,99,46,No,Yes,Rainy,Yes,959,1,2027,6,16,2,0
2027-06-17,Store_1,P007,Beverage,104,103,330,Yes,Yes,Rainy,Yes,655,6,2027,6,17,3,0
2027-06-18,Store_1,P006,Grocery,231,22,304,Yes,Yes,Sunny,Yes,550,8,2027,6,18,4,0
2027-06-19,Store_3,P002,Pharmacy,22,470,679,Yes,Yes,Cloudy,Yes,986,12,2027,6,19,5,1
2027-06-20,Store_3,P005,Personal Care,198,331,300,No,No,Hot,No,633,5,2027,6,20,6,1
2027-06-21,Store_1,P007,Beverage,57,302,857,No,Yes,Hot,No,923,14,2027,6,21,0,0
2027-06-22,Store_5,P007,Grocery,258,442,850,Yes,Yes,Sunny,Yes,96,12,2027,6,22,1,0
2027-06-23,Store_4,P005,Personal Care,188,239,183,Yes,Yes,Rainy,No,248,7,2027,6,23,2,0
2027-06-24,Store_4,P009,Beverage,52,495,917,No,Yes,Rainy,No,981,10,2027,6,24,3,0
2027-06-25,Store_2,P004,Personal Care,209,301,937,No,Yes,Hot,Yes,316,6,2027,6,25,4,0
2027-06-26,Store_5,P003,Grocery,44,447,243,No,No,Sunny,Yes,529,4,2027,6,26,5,1
2027-06-27,Store_3,P004,Grocery,131,35,803,Yes,Yes,Hot,Yes,734,7,2027,6,27,6,1
2027-06-28,Store_1,P005,Pharmacy,225,84,165,Yes,No,Cloudy,Yes,985,10,2027,6,28,0,0
2027-06-29,Store_2,P006,Grocery,204,465,984,Yes,Yes,Cloudy,No,592,9,2027,6,29,1,0
2027-06-30,Store_4,P003,Grocery,66,373,969,Yes,Yes,Sunny,Yes,557,10,2027,6,30,2,0
2027-07-01,Store_3,P002,Beverage,247,433,887,Yes,Yes,Sunny,No,602,10,2027,7,1,3,0
2027-07-02,Store_3,P004,Pharmacy,58,308,49,No,Yes,Cloudy,Yes,634,13,2027,7,2,4,0
2027-07-03,Store_1,P005,Beverage,35,159,64,Yes,Yes,Rainy,No,998,7,2027,7,3,5,1
2027-07-04,Store_4,P004,Personal Care,41,157,806,No,Yes,Sunny,Yes,345,12,2027,7,4,6,1
2027-07-05,Store_5,P003,Grocery,232,17,490,No,Yes,Cloudy,Yes,382,14,2027,7,5,0,0
2027-07-06,Store_3,P008,Personal Care,168,38,53,Yes,Yes,Cloudy,No,688,5,2027,7,6,1,0
2027-07-07,Store_1,P010,Beverage,57,354,672,No,No,Rainy,No,894,7,2027,7,7,2,0
2027-07-08,Store_5,P004,Grocery,291,483,446,Yes,Yes,Rainy,No,378,3,2027,7,8,3,0
2027-07-09,Store_4,P002,Grocery,78,423,849,No,No,Rainy,Yes,725,2,2027,7,9,4,0
2027-07-10,Store_3,P002,Beverage,221,218,905,Yes,Yes,Rainy,No,806,11,2027,7,10,5,1
2027-07-11,Store_5,P001,Beverage,51,137,240,Yes,No,Hot,No,343,5,2027,7,11,6,1
2027-07-12,Store_5,P004,Beverage,181,349,887,No,Yes,Rainy,No,717,4,2027,7,12,0,0
2027-07-13,Store_5,P010,Beverage,44,344,553,Yes,Yes,Hot,No,345,5,2027,7,13,1,0
2027-07-14,Store_3,P009,Beverage,45,300,711,No,Yes,Sunny,No,644,8,2027,7,14,2,0
2027-07-15,Store_3,P007,Grocery,28,153,967,Yes,No,Cloudy,No,844,12,2027,7,15,3,0
2027-07-16,Store_2,P010,Beverage,32,320,386,Yes,No,Hot,No,184,4,2027,7,16,4,0
2027-07-17,Store_4,P007,Grocery,29,327,951,Yes,No,Sunny,No,592,9,2027,7,17,5,1
2027-07-18,Store_1,P007,Grocery,233,244,860,No,No,Sunny,No,623,7,2027,7,18,6,1
2027-07-19,Store_5,P008,Beverage,292,16,762,No,Yes,Hot,Yes,817,10,2027,7,19,0,0
2027-07-20,Store_2,P001,Beverage,67,473,934,Yes,Yes,Sunny,Yes,474,13,2027,7,20,1,0
2027-07-21,Store_1,P010,Pharmacy,47,320,569,No,Yes,Sunny,No,988,12,2027,7,21,2,0
2027-07-22,Store_2,P010,Grocery,52,351,601,Yes,No,Hot,Yes,172,7,2027,7,22,3,0
2027-07-23,Store_3,P008,Beverage,142,248,135,No,Yes,Sunny,Yes,756,13,2027,7,23,4,0
2027-07-24,Store_5,P004,Beverage,121,449,258,No,No,Rainy,No,146,13,2027,7,24,5,1
2027-07-25,Store_1,P004,Beverage,260,441,354,Yes,No,Rainy,No,212,8,2027,7,25,6,1
2027-07-26,Store_1,P004,Pharmacy,210,164,460,Yes,No,Cloudy,No,646,12,2027,7,26,0,0
2027-07-27,Store_1,P006,Pharmacy,236,190,167,Yes,No,Sunny,No,793,6,2027,7,27,1,0
2027-07-28,Store_1,P007,Personal Care,70,224,28,Yes,No,Cloudy,No,549,8,2027,7,28,2,0
2027-07-29,Store_1,P006,Grocery,100,97,307,Yes,Yes,Rainy,No,29,3,2027,7,29,3,0
2027-07-30,Store_2,P001,Personal Care,107,265,407,No,No,Rainy,Yes,111,10,2027,7,30,4,0
2027-07-31,Store_5,P008,Beverage,213,82,69,No,No,Rainy,No,158,10,2027,7,31,5,1
2027-08-01,Store_3,P010,Pharmacy,56,381,869,Yes,Yes,Sunny,Yes,500,14,2027,8,1,6,1
2027-08-02,Store_3,P007,Pharmacy,290,188,536,Yes,No,Sunny,No,468,1,2027,8,2,0,0
2027-08-03,Store_3,P006,Personal Care,115,221,935,Yes,No,Rainy,No,352,6,2027,8,3,1,0
2027-08-04,Store_3,P006,Pharmacy,217,302,874,No,Yes,Cloudy,Yes,888,1,2027,8,4,2,0
2027-08-05,Store_2,P005,Beverage,20,243,657,Yes,Yes,Cloudy,No,359,9,2027,8,5,3,0
2027-08-06,Store_4,P006,Pharmacy,186,474,606,Yes,Yes,Hot,No,980,14,2027,8,6,4,0
2027-08-07,Store_5,P009,Personal Care,60,470,696,No,No,Rainy,Yes,71,2,2027,8,7,5,1
2027-08-08,Store_1,P010,Beverage,49,479,297,No,Yes,Cloudy,No,726,11,2027,8,8,6,1
2027-08-09,Store_4,P009,Personal Care,68,366,973,No,Yes,Rainy,Yes,485,2,2027,8,9,0,0
2027-08-10,Store_3,P010,Pharmacy,67,412,855,No,Yes,Cloudy,No,737,7,2027,8,10,1,0
2027-08-11,Store_4,P008,Personal Care,92,273,319,Yes,No,Hot,No,818,2,2027,8,11,2,0
2027-08-12,Store_5,P010,Personal Care,27,343,821,No,Yes,Hot,Yes,494,10,2027,8,12,3,0
2027-08-13,Store_1,P009,Grocery,68,459,608,No,No,Rainy,No,420,8,2027,8,13,4,0
2027-08-14,Store_1,P010,Pharmacy,66,309,829,Yes,No,Cloudy,Yes,458,6,2027,8,14,5,1
2027-08-15,Store_5,P008,Pharmacy,264,231,668,Yes,Yes,Sunny,Yes,897,14,2027,8,15,6,1
2027-08-16,Store_5,P008,Personal Care,22,375,637,Yes,No,Hot,Yes,624,7,2027,8,16,0,0
2027-08-17,Store_3,P001,Grocery,82,285,626,No,No,Rainy,No,951,7,2027,8,17,1,0
2027-08-18,Store_1,P010,Pharmacy,20,363,154,Yes,Yes,Rainy,No,941,6,2027,8,18,2,0
2027-08-19,Store_4,P005,Beverage,95,240,599,No,No,Cloudy,Yes,840,10,2027,8,19,3,0
2027-08-20,Store_2,P004,Personal Care,194,318,166,No,Yes,Rainy,No,676,11,2027,8,20,4,0
2027-08-21,Store_2,P002,Pharmacy,128,128,509,No,No,Hot,No,617,9,2027,8,21,5,1
2027-08-22,Store_5,P008,Beverage,202,277,497,Yes,No,Rainy,No,528,13,2027,8,22,6,1
2027-08-23,Store_3,P003,Pharmacy,211,442,178,No,Yes,Rainy,Yes,172,9,2027,8,23,0,0
2027-08-24,Store_2,P004,Beverage,84,282,403,Yes,Yes,Sunny,No,533,7,2027,8,24,1,0
2027-08-25,Store_1,P007,Personal Care,290,73,182,Yes,No,Sunny,Yes,522,9,2027,8,25,2,0
2027-08-26,Store_5,P010,Pharmacy,31,368,460,Yes,No,Hot,No,873,13,2027,8,26,3,0
2027-08-27,Store_4,P009,Pharmacy,24,367,872,No,Yes,Cloudy,No,920,10,2027,8,27,4,0
2027-08-28,Store_5,P002,Grocery,147,422,208,No,No,Sunny,Yes,791,3,2027,8,28,5,1
2027-08-29,Store_4,P003,Personal Care,62,412,434,No,No,Cloudy,No,695,3,2027,8,29,6,1
2027-08-30,Store_5,P004,Beverage,97,20,358,Yes,No,Hot,Yes,25,1,2027,8,30,0,0
2027-08-31,Store_5,P010,Pharmacy,43,327,626,No,No,Sunny,No,519,5,2027,8,31,1,0
2027-09-01,Store_5,P001,Pharmacy,181,443,200,No,Yes,Cloudy,Yes,680,4,2027,9,1,2,0
2027-09-02,Store_4,P007,Beverage,208,80,307,No,Yes,Sunny,No,736,2,2027,9,2,3,0
2027-09-03,Store_4,P002,Personal Care,266,373,853,No,Yes,Hot,No,137,9,2027,9,3,4,0
2027-09-04,Store_5,P005,Grocery,235,67,206,No,Yes,Hot,No,504,3,2027,9,4,5,1
2027-09-05,Store_2,P001,Grocery,187,299,903,Yes,Yes,Sunny,Yes,620,8,2027,9,5,6,1
2027-09-06,Store_3,P003,Pharmacy,212,260,157,Yes,Yes,Cloudy,Yes,685,6,2027,9,6,0,0
2027-09-07,Store_3,P002,Beverage,32,285,149,Yes,No,Rainy,Yes,970,14,2027,9,7,1,0
2027-09-08,Store_3,P001,Pharmacy,259,59,213,Yes,Yes,Rainy,No,698,13,2027,9,8,2,0
2027-09-09,Store_4,P007,Beverage,166,367,335,No,No,Sunny,Yes,487,5,2027,9,9,3,0
2027-09-10,Store_4,P005,Grocery,223,225,804,Yes,No,Cloudy,Yes,180,1,2027,9,10,4,0
2027-09-11,Store_2,P001,Personal Care,99,403,883,No,No,Rainy,Yes,289,4,2027,9,11,5,1
2027-09-12,Store_3,P006,Beverage,62,425,163,Yes,Yes,Hot,Yes,75,3,2027,9,12,6,1
2027-09-13,Store_3,P005,Grocery,108,61,35,Yes,No,Cloudy,Yes,247,1,2027,9,13,0,0
2027-09-14,Store_5,P003,Pharmacy,167,280,321,Yes,Yes,Rainy,Yes,868,12,2027,9,14,1,0
2027-09-15,Store_4,P007,Beverage,114,494,442,No,No,Cloudy,Yes,168,5,2027,9,15,2,0
2027-09-16,Store_3,P010,Personal Care,25,480,264,No,No,Sunny,Yes,65,6,2027,9,16,3,0
2027-09-17,Store_2,P009,Pharmacy,44,415,946,Yes,Yes,Cloudy,Yes,163,2,2027,9,17,4,0
2027-09-18,Store_2,P009,Pharmacy,20,350,126,No,No,Rainy,Yes,769,14,2027,9,18,5,1
2027-09-19,Store_3,P009,Grocery,44,480,107,Yes,No,Sunny,No,803,3,2027,9,19,6,1
2027-09-20,Store_4,P002,Beverage,225,305,148,Yes,No,Cloudy,No,651,11,2027,9,20,0,0
2027-09-21,Store_2,P003,Pharmacy,133,81,926,Yes,No,Hot,Yes,359,14,2027,9,21,1,0
